class,section,title,teacherName,day,start,end
350-101-DW,3003,General Psychology,Efrain Sohn,3,1830,2130
350-101-DW,3004,General Psychology,Efrain Sohn,4,1830,2130
350-101-DW,3005,General Psychology,Leida Pond,1,1830,2130
350-101-DW,3006,General Psychology,Leida Pond,2,1830,2130
350-101-DW,3007,General Psychology,Bernarda Wiste,4,1830,2130
350-101-DW,3008,General Psychology,Lynnette Gohr,1,1800,2100
350-101-DW,3009,General Psychology,Ed Arora,3,1830,2130
350-1F1-DW,6001,General Psychology,Tanna Mcgonigle,4,830,1130
350-201-DW,1,Developmental Psychology,Mellie Stell,3,1430,1730
350-201-DW,2,Developmental Psychology,Carina Gouin,1,1130,1430
350-201-DW,3,Developmental Psychology,Sharilyn Felder,4,1130,1430
350-201-DW,4,Developmental Psychology,Sharilyn Felder,3,830,1130
350-211-DW,1,Abnormal Psychology,Hazel Decelles,4,1130,1430
350-211-DW,2,Abnormal Psychology,Peter Aguiar,2,1600,1730
350-211-DW,2,Abnormal Psychology,Peter Aguiar,4,1600,1730
350-211-DW,3,Abnormal Psychology,Florence Stroope,2,1300,1430
350-211-DW,3,Abnormal Psychology,Florence Stroope,4,1300,1430
350-211-DW,4,Abnormal Psychology,Lonny Sabala,1,830,1130
350-211-DW,5,Abnormal Psychology,Lonny Sabala,3,830,1130
350-211-DW,6,Abnormal Psychology,Jung Ciccone,2,1430,1600
350-211-DW,6,Abnormal Psychology,Jung Ciccone,4,1430,1600
350-211-DW,7,Abnormal Psychology,Florence Stroope,2,1130,1300
350-211-DW,7,Abnormal Psychology,Florence Stroope,4,1130,1300
350-211-DW,8,Abnormal Psychology,Mathilde Steinberg,3,1130,1430
350-211-DW,3001,Abnormal Psychology,Leida Pond,3,1830,2130
350-214-DW,1,Psychology and the Law,Phung Foland,2,1000,1130
350-214-DW,1,Psychology and the Law,Phung Foland,5,1000,1130
350-214-DW,2,Psychology and the Law,Phung Foland,1,1600,1730
350-214-DW,2,Psychology and the Law,Phung Foland,3,1600,1730
350-302-DW,2,Interaction and Communication,Lelah Mealey,2,1130,1430
350-302-DW,3,Interaction and Communication,Lelah Mealey,4,1130,1430
350-302-DW,4,Interaction and Communication,Leida Skoog,2,830,1130
350-302-DW,3001,Interaction and Communication,Kimi Sullens,1,1830,2130
350-306-DW,1,Human Sexual Behaviour,Jung Ciccone,2,830,1130
350-306-DW,2,Human Sexual Behaviour,Phung Foland,1,1000,1130
350-306-DW,2,Human Sexual Behaviour,Phung Foland,3,1000,1130
350-306-DW,3,Human Sexual Behaviour,Mellie Stell,4,1430,1730
350-306-DW,4,Human Sexual Behaviour,Phung Foland,1,1430,1600
350-306-DW,4,Human Sexual Behaviour,Phung Foland,3,1430,1600
350-306-DW,5,Human Sexual Behaviour,Mellie Stell,5,1130,1430
350-306-DW,6,Human Sexual Behaviour,Britni Tidmore,4,830,1130
350-306-DW,7,Human Sexual Behaviour,Britni Tidmore,1,830,1130
350-306-DW,3001,Human Sexual Behaviour,Kimi Sullens,4,1830,2130
350-306-DW,3002,Human Sexual Behaviour,Kimi Sullens,3,1830,2130
350-313-DW,1,Cognitive Development,Carlyn Bushnell,1,1130,1300
350-313-DW,1,Cognitive Development,Carlyn Bushnell,4,830,1000
350-313-DW,2,Cognitive Development,Carlyn Bushnell,3,1300,1430
350-313-DW,2,Cognitive Development,Carlyn Bushnell,5,1300,1430
350-313-DW,3,Cognitive Development,Carlyn Bushnell,1,830,1000
350-313-DW,3,Cognitive Development,Carlyn Bushnell,3,830,1000
350-318-DW,1,Psychology in Business,Lelah Mealey,5,830,1130
350-323-DW,1,Applications of Psychology,Carlyn Bushnell,3,1130,1300
350-323-DW,1,Applications of Psychology,Carlyn Bushnell,5,1130,1300
350-323-DW,2,Applications of Psychology,Jeanette Searle,5,830,1130
350-3F1-DW,6001,Interactions and Communications,Tanna Mcgonigle,4,1330,1630
350-401-DW,1,Advanced Studies in Psychology,Florence Stroope,1,1130,1300
350-401-DW,1,Advanced Studies in Psychology,Florence Stroope,4,830,1000
350-401-DW,2,Advanced Studies in Psychology,Sharilyn Felder,5,830,1130
350-401-DW,3,Advanced Studies in Psychology,Peter Aguiar,1,1130,1430
350-401-DW,4,Advanced Studies in Psychology,Leida Skoog,4,1430,1730
350-401-DW,5,Advanced Studies in Psychology,Jeanette Searle,1,1130,1430
350-401-DW,6,Advanced Studies in Psychology,Leida Skoog,1,830,1130
350-401-DW,7,Advanced Studies in Psychology,Florence Stroope,1,1000,1130
350-401-DW,7,Advanced Studies in Psychology,Florence Stroope,3,1000,1130
350-401-DW,8,Advanced Studies in Psychology,Mathilde Steinberg,5,1130,1430
350-401-DW,3001,Advanced Studies in Psychology,Efrain Sohn,2,1830,2130
350-906-DW,1,Psychology: Human Relations,Leida Skoog,1,1430,1600
350-906-DW,1,Psychology: Human Relations,Leida Skoog,3,830,1130
350-944-DW,1,Communication and Interpersonal Interaction,Jung Ciccone,4,830,1130
350-980-DW,1,Psychology: Human Development,Truman Vonderheide,3,1000,1300
350-980-DW,2,Psychology: Human Development,Truman Vonderheide,1,1300,1600
350-980-DW,3,Psychology: Human Development,Kimi Sullens,4,830,1130
350-982-DW,1,Abnormal Psychology,Mathilde Steinberg,2,1430,1730
350-982-DW,2,Abnormal Psychology,Mathilde Steinberg,1,1430,1730
350-BWS-03,1,Social science: introduction to psychology,Anjelica Ankrom,1,1130,1300
350-BWS-03,1,Social science: introduction to psychology,Anjelica Ankrom,4,830,1000
360-112-DW,3001,Strategies for College Success,Ned Sherrick,3,1800,2100
360-112-DW,3002,Strategies for College Success,Dong Cajigas,1,1800,2100
360-113-DW,6001,Learning Strategies for College Success,Breana Nasser,1,830,1130
360-123-DW,6001,Career Planning,Eddy Mcfate,4,1330,1630
360-124-DW,1,Principles of Mathematics and Logic,Chuck Auclair,1,830,1000
360-124-DW,1,Principles of Mathematics and Logic,Chuck Auclair,3,830,1000
360-124-DW,1,Principles of Mathematics and Logic,Chuck Auclair,4,1500,1700
360-124-DW,2,Principles of Mathematics and Logic,Chuck Auclair,1,1500,1700
360-124-DW,2,Principles of Mathematics and Logic,Chuck Auclair,2,1130,1300
360-124-DW,2,Principles of Mathematics and Logic,Chuck Auclair,4,1130,1300
360-133-DW,6001,Transition to College Studies,Tijuana Triche,3,1330,1630
360-199-DW,1,Integrative Seminar for Liberal Arts,Marita Moores,2,1600,1800
360-199-DW,1,Integrative Seminar for Liberal Arts,Marita Moores,4,1600,1800
360-211-DW,1,Learning Strategies 2,Marget Mcintosh,1,1300,1430
360-211-DW,1,Learning Strategies 2,Marget Mcintosh,4,1000,1130
360-300-DW,1,Quantitative Methods,Judy Hinesley,1,1600,1800
360-300-DW,1,Quantitative Methods,Judy Hinesley,3,1600,1800
360-300-DW,2,Quantitative Methods,Judy Hinesley,2,1400,1600
360-300-DW,2,Quantitative Methods,Judy Hinesley,4,1400,1600
360-300-DW,3,Quantitative Methods,Tori Whitworth,2,1200,1400
360-300-DW,3,Quantitative Methods,Tori Whitworth,4,1200,1400
360-300-DW,4,Quantitative Methods,Aline Mori,1,1600,1800
360-300-DW,4,Quantitative Methods,Aline Mori,3,1600,1800
360-300-DW,5,Quantitative Methods,Lenna Scranton,2,1600,1800
360-300-DW,5,Quantitative Methods,Lenna Scranton,4,1600,1800
360-300-DW,6,Quantitative Methods,Lenna Scranton,2,1400,1600
360-300-DW,6,Quantitative Methods,Lenna Scranton,4,1400,1600
360-300-DW,7,Quantitative Methods,Donnie Gibby,1,800,1000
360-300-DW,7,Quantitative Methods,Donnie Gibby,3,800,1000
360-300-DW,8,Quantitative Methods,Blair Trawick,2,1600,1800
360-300-DW,8,Quantitative Methods,Blair Trawick,4,1600,1800
360-300-DW,9,Quantitative Methods,Teofila Pajak,1,1000,1200
360-300-DW,9,Quantitative Methods,Teofila Pajak,3,1000,1200
360-300-DW,10,Quantitative Methods,Maxwell Seda,1,1600,1800
360-300-DW,10,Quantitative Methods,Maxwell Seda,3,1600,1800
360-300-DW,11,Quantitative Methods,Dana Stake,1,1600,1800
360-300-DW,11,Quantitative Methods,Dana Stake,3,1600,1800
360-300-DW,12,Quantitative Methods,Dana Stake,1,1400,1600
360-300-DW,12,Quantitative Methods,Dana Stake,4,1000,1200
360-300-DW,13,Quantitative Methods,Emerald Weese,1,1400,1600
360-300-DW,13,Quantitative Methods,Emerald Weese,4,1000,1200
360-300-DW,14,Quantitative Methods,Albertine Johson,2,800,1000
360-300-DW,14,Quantitative Methods,Albertine Johson,5,800,1000
360-300-DW,16,Quantitative Methods,Tori Whitworth,1,800,1000
360-300-DW,16,Quantitative Methods,Tori Whitworth,3,800,1000
360-300-DW,3001,Quantitative Methods,Judy Hinesley,5,1800,2200
360-401-DW,1,Advanced Environmental Studies,Justin Graziano,1,1430,1600
360-401-DW,1,Advanced Environmental Studies,Justin Graziano,3,1430,1600
360-420-DW,1,Introduction to Computer Programming in Engineering and Science,Avril Cowles,1,1600,1730
360-420-DW,1,Introduction to Computer Programming in Engineering and Science,Avril Cowles,3,1130,1300
360-420-DW,1,Introduction to Computer Programming in Engineering and Science,Avril Cowles,5,1430,1630
360-420-DW,2,Introduction to Computer Programming in Engineering and Science,Avril Cowles,1,1430,1600
360-420-DW,2,Introduction to Computer Programming in Engineering and Science,Avril Cowles,3,1430,1600
360-420-DW,2,Introduction to Computer Programming in Engineering and Science,Avril Cowles,5,1130,1330
360-420-DW,3,Introduction to Computer Programming in Engineering and Science,Mac Brotzman,1,1000,1130
360-420-DW,3,Introduction to Computer Programming in Engineering and Science,Mac Brotzman,3,1000,1130
360-420-DW,3,Introduction to Computer Programming in Engineering and Science,Mac Brotzman,5,1300,1500
360-4F1-DW,6001,Social Project,Ethelyn Spells,4,830,1230
360-BFA-DW,6001,Complementary: The Art of Canada's First Nations,Ethelyn Spells,4,1330,1630
360-E05-DW,7001,"Les gens, les équipes et les partnenariats stratégiques",Brett Boxx,3,900,1500
365-BWP-DW,3,Contempoary issues -  Set 2,Dinorah Gregory,5,830,1130
370-102-DW,1,Introduction to World Religions,Adelia Kolstad,2,1130,1300
370-102-DW,1,Introduction to World Religions,Adelia Kolstad,4,1130,1300
370-102-DW,2,Introduction to World Religions,Myong Overfelt,1,1300,1430
370-102-DW,2,Introduction to World Religions,Myong Overfelt,4,1000,1130
370-102-DW,3,Introduction to World Religions,Myong Overfelt,1,1430,1600
370-102-DW,3,Introduction to World Religions,Myong Overfelt,3,1430,1600
370-102-DW,4,Introduction to World Religions,Adelia Kolstad,1,830,1000
370-102-DW,4,Introduction to World Religions,Adelia Kolstad,3,830,1000
370-201-DW,1,Religions of the East,Emerald Weese,1,1000,1130
370-201-DW,1,Religions of the East,Emerald Weese,3,1000,1130
370-215-DW,1,Religion and Popular Culture,Jc Conover,1,1000,1130
370-215-DW,1,Religion and Popular Culture,Jc Conover,3,1000,1130
370-318-DW,1,Exploring Religions,Adelia Kolstad,2,1300,1430
370-318-DW,1,Exploring Religions,Adelia Kolstad,4,1300,1430
370-917-DW,1,Cults and Culture,Jc Conover,2,1430,1600
370-917-DW,1,Cults and Culture,Jc Conover,4,1430,1600
370-BWS-03,1,Social science: introduction to religion studies,Adelia Kolstad,2,1130,1300
370-BWS-03,1,Social science: introduction to religion studies,Adelia Kolstad,4,1130,1300
370-BWS-03,2,Social science: introduction to religion studies,Myong Overfelt,1,1300,1430
370-BWS-03,2,Social science: introduction to religion studies,Myong Overfelt,4,1000,1130
370-BWS-03,3,Social science: introduction to religion studies,Myong Overfelt,1,1430,1600
370-BWS-03,3,Social science: introduction to religion studies,Myong Overfelt,3,1430,1600
370-BWS-03,4,Social science: introduction to religion studies,Adelia Kolstad,1,830,1000
370-BWS-03,4,Social science: introduction to religion studies,Adelia Kolstad,3,830,1000
370-BXS-03,1,Social science: applications in religion studies,Adelia Kolstad,1,1000,1130
370-BXS-03,1,Social science: applications in religion studies,Adelia Kolstad,3,1000,1130
381-101-DW,1,Introduction to Anthropology,Donnie Gibby,2,830,1130
381-101-DW,2,Introduction to Anthropology,Sha Orourke,2,1130,1300
381-101-DW,2,Introduction to Anthropology,Sha Orourke,4,1130,1300
381-101-DW,3,Introduction to Anthropology,Sha Orourke,2,1300,1430
381-101-DW,3,Introduction to Anthropology,Sha Orourke,4,1300,1430
381-101-DW,4,Introduction to Anthropology,Samual Harrigan,3,1130,1300
381-101-DW,4,Introduction to Anthropology,Samual Harrigan,5,1130,1300
381-101-DW,5,Introduction to Anthropology,Donnie Gibby,5,830,1130
381-101-DW,6,Introduction to Anthropology,Samual Harrigan,1,1430,1600
381-101-DW,6,Introduction to Anthropology,Samual Harrigan,3,1430,1600
381-101-DW,7,Introduction to Anthropology,Samual Harrigan,2,1600,1730
381-101-DW,7,Introduction to Anthropology,Samual Harrigan,4,1600,1730
381-101-DW,8,Introduction to Anthropology,Donnie Gibby,1,1300,1430
381-101-DW,8,Introduction to Anthropology,Donnie Gibby,4,1000,1130
381-101-DW,3001,Introduction to Anthropology,Kiley Poynter,2,1830,2130
381-101-DW,3002,Introduction to Anthropology,Roni Waldeck,1,1830,2130
381-101-DW,3003,Introduction to Anthropology,Roni Waldeck,2,1830,2130
381-201-DW,1,Human Evolution,Darron Mowry,3,1300,1430
381-201-DW,1,Human Evolution,Darron Mowry,5,1300,1430
381-201-DW,2,Human Evolution,Darron Mowry,1,1600,1730
381-201-DW,2,Human Evolution,Darron Mowry,3,1600,1730
381-210-DW,1,Anthropology of Parenthood,Marnie Estrella,1,1000,1130
381-210-DW,1,Anthropology of Parenthood,Marnie Estrella,3,1000,1130
381-210-DW,2,Anthropology of Parenthood,Marnie Estrella,1,830,1000
381-210-DW,2,Anthropology of Parenthood,Marnie Estrella,3,830,1000
381-305-DW,1,Indigenous America,Blair Trawick,1,1000,1130
381-305-DW,1,Indigenous America,Blair Trawick,3,1000,1130
381-313-DW,1,Contemporary Anthropology,Darron Mowry,2,1000,1130
381-313-DW,1,Contemporary Anthropology,Darron Mowry,5,1000,1130
381-401-DW,1,Advanced Studies in Anthropology,Amal Henley,4,830,1130
381-BWS-03,3001,Social science: introduction to anthropology,Kiley Poynter,2,1830,2130
381-BWS-03,3002,Social science: introduction to anthropology,Roni Waldeck,1,1830,2130
381-BWS-03,3003,Social science: introduction to anthropology,Roni Waldeck,2,1830,2130
381-BXS-DW,1,"Social Science, Ensemble 2",Blair Trawick,1,1430,1600
381-BXS-DW,1,"Social Science, Ensemble 2",Blair Trawick,3,1430,1600
383-101-DW,1,Introduction to Economics,Nelia Bow,1,1000,1130
383-101-DW,1,Introduction to Economics,Nelia Bow,3,1000,1130
383-101-DW,2,Introduction to Economics,Glennis Dale,2,1000,1130
383-101-DW,2,Introduction to Economics,Glennis Dale,5,1000,1130
383-101-DW,3,Introduction to Economics,Nelia Bow,3,1130,1300
383-101-DW,3,Introduction to Economics,Nelia Bow,5,1130,1300
383-101-DW,4,Introduction to Economics,Refugio Newberg,2,830,1000
383-101-DW,4,Introduction to Economics,Refugio Newberg,5,830,1000
383-101-DW,5,Introduction to Economics,Keturah Culbreath,2,1000,1130
383-101-DW,5,Introduction to Economics,Keturah Culbreath,5,1000,1130
383-101-DW,6,Introduction to Economics,Keturah Culbreath,3,1130,1300
383-101-DW,6,Introduction to Economics,Keturah Culbreath,5,1130,1300
383-101-DW,7,Introduction to Economics,Micha Tibbetts,3,1300,1430
383-101-DW,7,Introduction to Economics,Micha Tibbetts,5,1300,1430
383-101-DW,8,Introduction to Economics,Irish Limon,1,1130,1300
383-101-DW,8,Introduction to Economics,Irish Limon,4,830,1000
383-101-DW,9,Introduction to Economics,Albertine Johson,1,1300,1430
383-101-DW,9,Introduction to Economics,Albertine Johson,4,1000,1130
383-101-DW,10,Introduction to Economics,Refugio Newberg,2,1430,1600
383-101-DW,10,Introduction to Economics,Refugio Newberg,4,1430,1600
383-101-DW,11,Introduction to Economics,Glennis Dale,2,1300,1430
383-101-DW,11,Introduction to Economics,Glennis Dale,4,1300,1430
383-101-DW,12,Introduction to Economics,Micha Tibbetts,1,830,1000
383-101-DW,12,Introduction to Economics,Micha Tibbetts,3,830,1000
383-101-DW,13,Introduction to Economics,Delmar Puskar,1,1430,1600
383-101-DW,13,Introduction to Economics,Delmar Puskar,3,1430,1600
383-101-DW,14,Introduction to Economics,Aline Mori,3,1300,1430
383-101-DW,14,Introduction to Economics,Aline Mori,5,1300,1430
383-101-DW,15,Introduction to Economics,Glennis Dale,2,1600,1730
383-101-DW,15,Introduction to Economics,Glennis Dale,4,1600,1730
383-101-DW,16,Introduction to Economics,Delmar Puskar,1,1000,1130
383-101-DW,16,Introduction to Economics,Delmar Puskar,3,1000,1130
383-101-DW,17,Introduction to Economics,Delmar Puskar,2,1130,1300
383-101-DW,17,Introduction to Economics,Delmar Puskar,4,1130,1300
383-101-DW,18,Introduction to Economics,Tori Whitworth,1,1600,1730
383-101-DW,18,Introduction to Economics,Tori Whitworth,3,1600,1730
383-101-DW,19,Introduction to Economics,Josef Rasberry,1,830,1000
383-101-DW,19,Introduction to Economics,Josef Rasberry,3,830,1000
383-101-DW,3001,Introduction to Economics,Josef Rasberry,3,1830,2130
383-101-DW,3002,Introduction to Economics,Maddie Bjork,4,1830,2130
383-101-DW,3003,Introduction to Economics,Josef Rasberry,1,1830,2130
383-101-DW,3004,Introduction to Economics,Josef Rasberry,2,1830,2130
383-101-DW,3005,Introduction to Economics,Hershel Mitchum,5,1830,2130
383-101-DW,3006,Introduction to Economics,Maddie Bjork,3,1830,2130
383-101-DW,3007,Introduction to Economics,Hershel Mitchum,2,1830,2130
383-201-DW,1,Microeconomics,Edie Mckinstry,2,830,1000
383-201-DW,1,Microeconomics,Edie Mckinstry,5,830,1000
383-201-DW,2,Microeconomics,Maxwell Seda,2,1430,1600
383-201-DW,2,Microeconomics,Maxwell Seda,4,1430,1600
383-201-DW,3,Microeconomics,Keturah Culbreath,2,1130,1300
383-201-DW,3,Microeconomics,Keturah Culbreath,4,1130,1300
383-201-DW,4,Microeconomics,Maxwell Seda,2,1600,1730
383-201-DW,4,Microeconomics,Maxwell Seda,4,1600,1730
383-201-DW,5,Microeconomics,Aline Mori,2,1000,1130
383-201-DW,5,Microeconomics,Aline Mori,5,1000,1130
383-201-DW,6,Microeconomics,Teofila Pajak,1,1300,1430
383-201-DW,6,Microeconomics,Teofila Pajak,4,1000,1130
383-201-DW,3001,Microeconomics,Josef Rasberry,4,1830,2130
383-201-DW,3002,Microeconomics,Shawnda Leanos,4,1830,2130
383-210-DW,1,Money and Banking,Albertine Johson,1,1130,1300
383-210-DW,1,Money and Banking,Albertine Johson,4,830,1000
383-302-DW,1,Macroeconomics,Refugio Newberg,2,1000,1130
383-302-DW,1,Macroeconomics,Refugio Newberg,5,1000,1130
383-302-DW,2,Macroeconomics,Refugio Newberg,3,1130,1300
383-302-DW,2,Macroeconomics,Refugio Newberg,5,1130,1300
383-302-DW,3001,Macroeconomics,Maxwell Seda,1,1830,2130
383-302-DW,3002,Macroeconomics,Edie Mckinstry,1,1830,2130
383-330-DW,1,International Economics,Glennis Dale,3,1300,1430
383-330-DW,1,International Economics,Glennis Dale,5,1300,1430
383-3F1-DW,6001,Economic Development,Cecile Socha,1,1330,1630
383-401-DW,1,Advanced Studies in Economics,Cecile Socha,2,830,1000
383-401-DW,1,Advanced Studies in Economics,Cecile Socha,5,830,1000
385-101-DW,3,Introduction to Politics,Dorcas Pappas,1,1300,1430
385-101-DW,3,Introduction to Politics,Dorcas Pappas,4,1000,1130
385-101-DW,4,Introduction to Politics,Nana Jaillet,2,1130,1300
385-101-DW,4,Introduction to Politics,Nana Jaillet,4,1130,1300
385-101-DW,5,Introduction to Politics,Dorcas Pappas,2,1300,1430
385-101-DW,5,Introduction to Politics,Dorcas Pappas,4,1300,1430
385-101-DW,6,Introduction to Politics,Dorcas Pappas,1,1430,1600
385-101-DW,6,Introduction to Politics,Dorcas Pappas,3,1430,1600
385-101-DW,3001,Introduction to Politics,Yolando Sayre,3,1830,2130
385-101-DW,3002,Introduction to Politics,Wayne Wolak,5,1830,2130
385-1F1-DW,6001,Introduction to Politics,Kym Pretty,5,830,1130
385-306-DW,1,Canadian Democracy,Dorcas Pappas,2,1430,1600
385-306-DW,1,Canadian Democracy,Dorcas Pappas,4,1430,1600
385-306-DW,2,Canadian Democracy,Wayne Wolak,1,1130,1300
385-306-DW,2,Canadian Democracy,Wayne Wolak,4,830,1000
385-311-DW,1,Global Politics,Noe Melancon,2,1430,1600
385-311-DW,1,Global Politics,Noe Melancon,4,1430,1600
385-401-DW,1,Advanced Studies in Politics,Noe Melancon,2,1130,1300
385-401-DW,1,Advanced Studies in Politics,Noe Melancon,4,1130,1300
385-BWS-03,3001,Social science: introduction to political science,Yolando Sayre,3,1830,2130
385-BWS-03,3002,Social science: introduction to political science,Wayne Wolak,5,1830,2130
387-101-DW,1,Individual and Society,Rosaline Banerjee,2,1000,1130
387-101-DW,1,Individual and Society,Rosaline Banerjee,5,1000,1130
387-101-DW,2,Individual and Society,Rosaline Banerjee,1,1130,1300
387-101-DW,2,Individual and Society,Rosaline Banerjee,4,830,1000
387-101-DW,3,Individual and Society,Sharell Sebree,1,1430,1600
387-101-DW,3,Individual and Society,Sharell Sebree,3,1430,1600
387-101-DW,4,Individual and Society,Sharell Sebree,1,1000,1130
387-101-DW,4,Individual and Society,Sharell Sebree,3,1000,1130
387-101-DW,5,Individual and Society,Camie Enz,3,1300,1430
387-101-DW,5,Individual and Society,Camie Enz,5,1300,1430
387-101-DW,6,Individual and Society,Justin Graziano,3,1300,1430
387-101-DW,6,Individual and Society,Justin Graziano,5,1300,1430
387-101-DW,7,Individual and Society,Rima Fritzler,1,1300,1430
387-101-DW,7,Individual and Society,Rima Fritzler,4,1000,1130
387-101-DW,8,Individual and Society,Rima Fritzler,1,1600,1730
387-101-DW,8,Individual and Society,Rima Fritzler,3,1600,1730
387-101-DW,3001,Individual and Society,Kemberly Thatcher,2,1830,2130
387-101-DW,3002,Individual and Society,Isabella Rabb,3,1830,2130
387-101-DW,3003,Individual and Society,Isabella Rabb,4,1830,2130
387-201-DW,1,Social Problems,Miles Yankey,2,1130,1300
387-201-DW,1,Social Problems,Miles Yankey,4,1130,1300
387-201-DW,2,Social Problems,Miles Yankey,2,1430,1600
387-201-DW,2,Social Problems,Miles Yankey,4,1430,1600
387-201-DW,3,Social Problems,Rima Fritzler,2,1000,1130
387-201-DW,3,Social Problems,Rima Fritzler,5,1000,1130
387-201-DW,3001,Social Problems,Kemberly Thatcher,3,1830,2130
387-216-DW,1,Education,Sharell Sebree,1,1300,1430
387-216-DW,1,Education,Sharell Sebree,4,1000,1130
387-219-DW,1,Sociology of Law,Rosaline Banerjee,2,1130,1300
387-219-DW,1,Sociology of Law,Rosaline Banerjee,4,1130,1300
387-219-DW,2,Sociology of Law,Aubrey Victorine,2,1430,1600
387-219-DW,2,Sociology of Law,Aubrey Victorine,4,1430,1600
387-219-DW,3,Sociology of Law,Aubrey Victorine,3,1300,1430
387-219-DW,3,Sociology of Law,Aubrey Victorine,5,1300,1430
387-219-DW,4,Sociology of Law,Camie Enz,1,1000,1130
387-219-DW,4,Sociology of Law,Camie Enz,3,1000,1130
387-219-DW,5,Sociology of Law,Camie Enz,1,1300,1430
387-219-DW,5,Sociology of Law,Camie Enz,4,1000,1130
387-229-DW,1,Work and Society,Marguerita Vencill,1,1600,1730
387-229-DW,1,Work and Society,Marguerita Vencill,3,1600,1730
387-314-DW,1,Sexuality and Society,Lourdes Bentler,1,1000,1130
387-314-DW,1,Sexuality and Society,Lourdes Bentler,3,1000,1130
387-314-DW,2,Sexuality and Society,Lourdes Bentler,2,1600,1730
387-314-DW,2,Sexuality and Society,Lourdes Bentler,4,1600,1730
387-314-DW,3,Sexuality and Society,Lourdes Bentler,3,1130,1300
387-314-DW,3,Sexuality and Society,Lourdes Bentler,5,1130,1300
387-401-DW,1,Advanced Studies in Sociology,Rima Fritzler,2,1430,1730
387-401-DW,2,Advanced Studies in Sociology,Camie Enz,2,1300,1430
387-401-DW,2,Advanced Studies in Sociology,Camie Enz,4,1300,1430
387-903-DW,1,Multicultural Montreal,Dong Cajigas,4,1430,1730
387-903-DW,2,Multicultural Montreal,Lourdes Bentler,4,1000,1300
387-BWS-03,1,Social science: introduction to sociology,Aubrey Victorine,2,1600,1730
387-BWS-03,1,Social science: introduction to sociology,Aubrey Victorine,4,1600,1730
387-BWS-03,2,Social science: introduction to sociology,Aubrey Victorine,1,1600,1730
387-BWS-03,2,Social science: introduction to sociology,Aubrey Victorine,3,1600,1730
387-BWS-03,3001,Social science: introduction to sociology,Kemberly Thatcher,2,1830,2130
387-BWS-03,3002,Social science: introduction to sociology,Isabella Rabb,3,1830,2130
387-BWS-03,3003,Social science: introduction to sociology,Isabella Rabb,4,1830,2130
388-102-DW,1,Introduction to Intervention,Doria Laforest,3,900,1200
388-102-DW,2,Introduction to Intervention,Machelle Hepfer,3,900,1200
388-102-DW,3,Introduction to Intervention,Cherri Einhorn,4,1230,1530
388-102-DW,4,Introduction to Intervention,Sharan Locker,4,1230,1530
388-211-DW,1,Fieldwork 1,Dena Fortin,2,1230,1430
388-211-DW,1,Fieldwork 1,Dena Fortin,4,900,1200
388-211-DW,1,Fieldwork 1,Dena Fortin,4,1300,1600
388-211-DW,2,Fieldwork 1,Martine Merkel,2,1230,1430
388-211-DW,2,Fieldwork 1,Martine Merkel,4,900,1200
388-211-DW,2,Fieldwork 1,Martine Merkel,4,1300,1600
388-211-DW,3,Fieldwork 1,Gala Fenlon,2,1230,1430
388-211-DW,3,Fieldwork 1,Gala Fenlon,3,900,1200
388-211-DW,3,Fieldwork 1,Gala Fenlon,3,1300,1600
388-211-DW,4,Fieldwork 1,Brunilda Ronk,2,1230,1430
388-211-DW,4,Fieldwork 1,Brunilda Ronk,3,900,1200
388-211-DW,4,Fieldwork 1,Brunilda Ronk,3,1300,1600
388-212-DW,1,Groupwork 1,Machelle Hepfer,1,1130,1430
388-212-DW,2,Groupwork 1,Cherri Einhorn,1,1130,1430
388-215-DW,1,Addressing Social Problems 2,Alba Ruley,3,1300,1430
388-215-DW,1,Addressing Social Problems 2,Alba Ruley,3,1430,1600
388-215-DW,2,Addressing Social Problems 2,Dena Fortin,4,830,1000
388-215-DW,2,Addressing Social Problems 2,Dena Fortin,4,1000,1130
388-411-DW,1,Social Service Research,Kenneth Lyda,3,1000,1300
388-411-DW,2,Social Service Research,Cherri Einhorn,3,1000,1300
388-413-DW,1,Understanding Families 2,Dena Fortin,5,1000,1300
388-413-DW,2,Understanding Families 2,Gala Fenlon,5,830,1130
388-424-DW,1,Fieldwork 3,Machelle Hepfer,2,900,1600
388-424-DW,1,Fieldwork 3,Machelle Hepfer,4,1000,1200
388-424-DW,2,Fieldwork 3,Sharan Locker,2,900,1600
388-424-DW,2,Fieldwork 3,Sharan Locker,4,1000,1200
388-424-DW,3,Fieldwork 3,Sherrell Aybar,2,900,1600
388-424-DW,3,Fieldwork 3,Sherrell Aybar,4,1400,1600
388-424-DW,4,Fieldwork 3,Doria Laforest,2,900,1600
388-424-DW,4,Fieldwork 3,Doria Laforest,4,1400,1600
388-425-DW,1,Topics in Understanding Intervention 2,Martine Merkel,1,1130,1430
388-425-DW,2,Topics in Understanding Intervention 2,Sharan Locker,1,1130,1430
388-613-DW,1,Developing Services and Resources,Ned Suttles,2,1300,1600
388-613-DW,2,Developing Services and Resources,Ned Suttles,2,900,1200
388-614-DW,1,Fieldwork 5,Alba Ruley,1,900,1700
388-614-DW,1,Fieldwork 5,Alba Ruley,2,1000,1200
388-614-DW,1,Fieldwork 5,Alba Ruley,3,900,1700
388-614-DW,1,Fieldwork 5,Alba Ruley,4,900,1700
